,word,pos,iob
24361,films,NNS,O
24362,where,WRB,O
24363,he,PRP,O
24364,played,VBD,O
24365,himself,PRP,O
24366,",",",",O
24367,starting,VBG,O
24368,with,IN,O
24369,Hollywood,NNP,I-MISC
24370,Canteen,NNP,I-MISC
24371,(,(,O
24372,1944,CD,O
24373,),),O
24374,",",",",O
24375,then,RB,O
24376,Diamond,NNP,I-MISC
24377,Horseshoe,NNP,I-MISC
24378,(,(,O
24379,1945,CD,O
24380,),),O
24381,and,CC,O
24382,Out,NNP,I-MISC
24383,of,IN,I-MISC
24384,This,DT,I-MISC
24385,World,NNP,I-MISC
24386,(,(,O
24387,1945,CD,O
24388,),),O
24389,.,.,O
24390, ,VB,O
24391,His,PRP$,O
24392,most,JJS,O
24393,celebrated,JJ,O
24394,film,NN,O
24395,achievement,NN,O
24396,was,VBD,O
24397,playing,VBG,O
24398,the,DT,O
24399,piano,NN,O
24400,music,NN,O
24401,for,IN,O
24402,actor,NN,O
24403,Tyrone,NNP,I-PER
24404,Power,NNP,I-PER
24405,'s,POS,O
24406,hands,NNS,O
24407,to,TO,O
24408,mime,VB,O
24409,",",",",O
24410,in,IN,O
24411,The,DT,I-MISC
24412,Eddy,NNP,I-MISC
24413,Duchin,NNP,I-MISC
24414,Story,NNP,I-MISC
24415,(,(,O
24416,1956,CD,O
24417,),),O
24418,.,.,O
24419, ,JJ,O
24420,Carmen,NNP,I-PER
24421,Cavallaro,NNP,I-PER
24422,died,VBD,O
24423,from,IN,O
24424,cancer,NN,O
24425,on,IN,O
24426,10th,CD,O
24427,December,NNP,O
24428,in,IN,O
24429,1989,CD,O
24430,in,IN,O
24431,Columbus,NNP,I-LOC
24432,",",",",O
24433,Ohio,NNP,I-LOC
24434,.,.,O
24435, ,VB,O
24436,-DOCSTART-,JJ,O
24437, ,NNP,O
24438,Carter,NNP,I-PER
24439,Anthony,NNP,I-PER
24440,Beauford,NNP,I-PER
24441,(,(,O
24442,born,JJ,O
24443,November,NNP,O
24444,2,CD,O
24445,",",",",O
24446,1957,CD,O
24447,in,IN,O
24448,Charlottesville,NNP,I-LOC
24449,",",",",O
24450,Virginia,NNP,I-LOC
24451,),),O
24452,is,VBZ,O
24453,a,DT,O
24454,drummer,NN,O
24455,",",",",O
24456,percussionist,NN,O
24457,",",",",O
24458,and,CC,O
24459,founding,VBG,O
24460,member,NN,O
24461,of,IN,O
24462,the,DT,O
24463,Dave,NNP,I-ORG
24464,Matthews,NNP,I-ORG
24465,Band,NNP,I-ORG
24466,(,(,O
24467,DMB,NNP,I-ORG
24468,),),O
24469,.,.,O
24470, ,NN,O
24471,He,PRP,O
24472,is,VBZ,O
24473,known,VBN,O
24474,for,IN,O
24475,his,PRP$,O
24476,ability,NN,O
24477,to,TO,O
24478,mix,VB,O
24479,together,RB,O
24480,countless,JJ,O
24481,percussion,NN,O
24482,styles,NNS,O
24483,",",",",O
24484,his,PRP$,O
24485,ambidextrous,JJ,O
24486,approach,NN,O
24487,to,TO,O
24488,playing,NN,O
24489,",",",",O
24490,and,CC,O
24491,is,VBZ,O
24492,highly,RB,O
24493,regarded,VBN,O
24494,for,IN,O
24495,his,PRP$,O
24496,open,JJ,O
24497,hand,NN,O
24498,drumming,VBG,O
24499,style,NN,O
24500,",",",",O
24501,where,WRB,O
24502,his,PRP$,O
24503,left,JJ,O
24504,hand,NN,O
24505,leads,VBZ,O
24506,on,IN,O
24507,the,DT,O
24508,hi-hat,NN,O
24509,and,CC,O
24510,ride,VB,O
24511,cymbal,NN,O
24512,in,IN,O
24513,a,DT,O
24514,conventional,JJ,O
24515,right-handed,JJ,O
24516,drumset,NN,O
24517,set-up,NN,O
24518,.,.,O
24519, ,NN,O
24520,Beauford,NNP,I-PER
24521,was,VBD,O
24522,exposed,VBN,O
24523,to,TO,O
24524,sandbox,VB,O
24525,and,CC,O
24526,drumming,VBG,O
24527,at,IN,O
24528,the,DT,O
24529,age,NN,O
24530,of,IN,O
24531,three,CD,O
24532,.,.,O
24533, ,NN,O
24534,At,IN,O
24535,the,DT,O
24536,time,NN,O
24537,",",",",O
24538,his,PRP$,O
24539,father,NN,O
24540,had,VBD,O
24541,bought,VBN,O
24542,tickets,NNS,O
24543,to,TO,O
24544,a,DT,O
24545,Buddy,NNP,I-PER
24546,Rich,NNP,I-PER
24547,concert,NN,O
24548,and,CC,O
24549,could,MD,O
24550,not,RB,O
24551,find,VB,O
24552,someone,NN,O
24553,to,TO,O
24554,watch,VB,O
24555,his,PRP$,O
24556,son,NN,O
24557,",",",",O
24558,so,IN,O
24559,he,PRP,O
24560,took,VBD,O
24561,young,JJ,O
24562,Carter,NNP,I-PER
24563,along,IN,O
24564,to,TO,O
24565,the,DT,O
24566,show,NN,O
24567,.,.,O
24568, ,JJ,O
24569,Carter,NNP,I-PER
24570,was,VBD,O
24571,mesmerized,VBN,O
24572,by,IN,O
24573,Buddy,NNP,I-PER
24574,Rich,NNP,I-PER
24575,on,IN,O
24576,stage,NN,O
24577,.,.,O
24578, ,NN,O
24579,After,IN,O
24580,that,DT,O
24581,show,NN,O
24582,",",",",O
24583,Carter,NNP,I-PER
24584,'s,POS,O
24585,father,NN,O
24586,bought,VBD,O
24587,his,PRP$,O
24588,son,NN,O
24589,a,DT,O
24590,tin,NN,O
24591,drum,NN,O
24592,set,VBN,O
24593,with,IN,O
24594,paper,NN,O
24595,heads,NNS,O
24596,since,IN,O
24597,Carter,NNP,I-PER
24598,showed,VBD,O
24599,much,JJ,O
24600,interest,NN,O
24601,in,IN,O
24602,learning,VBG,O
24603,the,DT,O
24604,instrument,NN,O
24605,.,.,O
24606, ,CC,O
24607,Carter,NNP,I-PER
24608,began,VBD,O
24609,playing,VBG,O
24610,his,PRP$,O
24611,first,JJ,O
24612,professional,JJ,O
24613,gigs,NN,O
24614,when,WRB,O
24615,he,PRP,O
24616,was,VBD,O
24617,nine,CD,O
24618,.,.,O
24619, ,VB,O
24620,Eventually,RB,O
24621,",",",",O
24622,he,PRP,O
24623,joined,VBD,O
24624,Secrets,NNP,I-ORG
24625,",",",",O
24626,a,DT,O
24627,Richmond,NNP,I-LOC
24628,-based,JJ,O
24629,jazz,NN,O
24630,fusion,NN,O
24631,band,NN,O
24632,.,.,O
24633, ,VB,O
24634,Other,JJ,O
24635,members,NNS,O
24636,included,VBD,O
24637,saxophonist,JJ,O
24638,LeRoi,NNP,I-PER
24639,Moore,NNP,I-PER
24640,",",",",O
24641,trumpeter,NN,O
24642,John,NNP,I-PER
24643,D'Earth,NNP,I-PER
24644,",",",",O
24645,vocalist,NN,O
24646,Dawn,NNP,I-PER
24647,Thompson,NNP,I-PER
24648,",",",",O
24649,keyboardist,NN,O
24650,Butch,NNP,I-PER
24651,Taylor,NNP,I-PER
24652,",",",",O
24653,and,CC,O
24654,guitarist,NN,O
24655,Tim,NNP,I-PER
24656,Reynolds,NNP,I-PER
24657,.,.,O
24658, ,JJ,O
24659,Secrets,NNS,O
24660,would,MD,O
24661,perform,VB,O
24662,throughout,IN,O
24663,Virginia,NNP,I-LOC
24664,",",",",O
24665,often,RB,O
24666,at,IN,O
24667,Miller's,NNP,I-ORG
24668,",",",",O
24669,the,DT,O
24670,bar,NN,O
24671,in,IN,O
24672,Charlottesville,NNP,I-LOC
24673,where,WRB,O
24674,Dave,NNP,I-PER
24675,Matthews,NNP,I-PER
24676,worked,VBD,O
24677,as,IN,O
24678,a,DT,O
24679,bartender,NN,O
24680,.,.,O
24681, ,NN,O
24682,Carter,NNP,I-PER
24683,also,RB,O
24684,played,VBD,O
24685,in,IN,O
24686,Blue,NNP,I-ORG
24687,Indigo,NNP,I-ORG
24688,with,IN,O
24689,LeRoi,NNP,I-PER
24690,Moore,NNP,I-PER
24691,",",",",O
24692,Sal,NNP,I-PER
24693,Soghoian,NNP,I-PER
24694,",",",",O
24695,and,CC,O
24696,George,NNP,I-PER
24697,Melvin,NNP,I-PER
24698,.,.,O
24699, ,VB,O
24700,A,DT,O
24701,driving,JJ,O
24702,Jazz,NNP,O
24703,band,NN,O
24704,",",",",O
24705,Blue,NNP,I-ORG
24706,Indigo,NNP,I-ORG
24707,performed,VBD,O
24708,regularly,RB,O
24709,at,IN,O
24710,Tokyo,NNP,I-ORG
24711,Rose,NNP,I-ORG
24712,and,CC,O
24713,Miller's,NNP,I-ORG
24714,",",",",O
24715,and,CC,O
24716,was,VBD,O
24717,featured,VBN,O
24718,at,IN,O
24719,the,DT,O
24720,Delaware,NNP,I-MISC
24721,Water,NNP,I-MISC
24722,Gap,NNP,I-MISC
24723,Jazz,NNP,I-MISC
24724,Festival,NNP,I-MISC
24725,.,.,O
24726, ,NNP,O
24727,Eventually,NNP,O
24728,",",",",O
24729,Dave,NNP,I-PER
24730,approached,VBD,O
24731,both,DT,O
24732,Carter,NNP,I-PER
24733,and,CC,O
24734,LeRoi,NNP,I-PER
24735,regarding,VBG,O
24736,some,DT,O
24737,music,NN,O
24738,he,PRP,O
24739,had,VBD,O
24740,written,VBN,O
24741,that,IN,O
24742,he,PRP,O
24743,wished,VBD,O
24744,to,TO,O
24745,record,VB,O
24746,.,.,O
24747, ,VB,O
24748,Upon,IN,O
24749,listening,VBG,O
24750,",",",",O
24751,Beauford,NNP,I-PER
24752,agreed,VBD,O
24753,",",",",O
24754,thus,RB,O
24755,establishing,VBG,O
24756,his,PRP$,O
24757,permanent,NN,O
24758,status,NN,O
24759,as,IN,O
24760,DMB,NNP,I-ORG
24761,drummer,NN,O
24762,.,.,O
24763, ,NN,O
24764,Has,VBZ,O
24765,a,DT,O
24766,daughter,NN,O
24767,named,VBN,O
24768,Breana,NNP,I-PER
24769,Symone,NNP,I-PER
24770,from,IN,O
24771,his,PRP$,O
24772,first,JJ,O
24773,marriage,NN,O
24774,.,.,O
24775, ,NN,O
24776,With,IN,O
24777,his,PRP$,O
24778,second,JJ,O
24779,wife,NN,O
24780,",",",",O
24781,Karen,NNP,I-PER
24782,",",",",O
24783,he,PRP,O
24784,has,VBZ,O
24785,two,CD,O
24786,children,NNS,O
24787,:,:,O
24788,a,DT,O
24789,daughter,NN,O
24790,",",",",O
24791,Nadja,NNP,I-PER
24792,Angelique,NNP,I-PER
24793,Beauford,NNP,I-PER
24794,born,VBZ,O
24795,October,NNP,I-PER
24796,5th,JJ,I-PER
24797,2001,CD,I-PER
24798,and,CC,O
24799,a,DT,O
24800,son,NN,O
24801,Marcus,NNP,I-PER
24802,Carrington,NNP,I-PER
24803,Beauford,NNP,I-PER
24804,born,NN,O
24805,in,IN,O
24806,December,NNP,O
24807,2004,CD,O
24808,.,.,O
24809, ,NN,O
24810,Beauford,NNP,I-PER
24811,has,VBZ,O
24812,also,RB,O
24813,contributed,VBN,O
24814,to,TO,O
24815,other,JJ,O
24816,artists,NNS,O
24817,on,IN,O
24818,side,JJ,O
24819,projects,NNS,O
24820,including,VBG,O
24821,work,NN,O
24822,with,IN,O
24823,Vertical,NNP,I-ORG
24824,Horizon,NNP,I-ORG
24825,",",",",O
24826,Carlos,NNP,I-PER
24827,Santana,NNP,I-PER
24828,",",",",O
24829,John,NNP,I-PER
24830,Popper,NNP,I-PER
24831,(,(,O
24832,Blues,NNP,I-ORG
24833,Traveler,NNP,I-ORG
24834,),),O
24835,",",",",O
24836,and,CC,O
24837,Victor,NNP,I-PER
24838,Wooten,NNP,I-PER
24839,(,(,O
24840,Bela,NNP,I-ORG
24841,Fleck,NNP,I-ORG
24842,and,CC,I-ORG
24843,the,DT,I-ORG
24844,Flecktones,NNP,I-ORG
24845,),),O
24846,.,.,O
24847, ,JJ,O
24848,-DOCSTART-,JJ,O
24849, ,NNP,O
24850,Cary,NNP,I-ORG
24851,Towne,NNP,I-ORG
24852,Center,NNP,I-ORG
24853,is,VBZ,O
24854,a,DT,O
24855,shopping,VBG,O
24856,mall,NN,O
24857,in,IN,O
24858,Cary,NNP,I-LOC
24859,",",",",O
24860,North,NNP,I-LOC
24861,Carolina,NNP,I-LOC
24862,.,.,O
24863, ,VB,O
24864,It,PRP,O
24865,is,VBZ,O
24866,managed,VBN,O
24867,by,IN,O
24868,CBL,NNP,I-ORG
24869,&,CC,I-ORG
24870,Associates,NNP,I-ORG
24871,Properties,NNPS,I-ORG
24872,.,.,O
24873, ,VB,O
24874,Cary,JJ,I-ORG
24875,Village,NNP,I-ORG
24876,Mall,NNP,I-ORG
24877,opened,VBD,O
24878,in,IN,O
24879,1979,CD,O
24880,with,IN,O
24881,Ivey,NNP,I-ORG
24882,'s,POS,I-ORG
24883,and,CC,O
24884,Hudson,NNP,I-ORG
24885,Belk,NNP,I-ORG
24886,as,IN,O
24887,anchors,NNS,O
24888,.,.,O
24889, ,NN,O
24890,In,IN,O
24891,1991,CD,O
24892,",",",",O
24893,the,DT,O
24894,mall,NN,O
24895,expanded,VBD,O
24896,",",",",O
24897,adding,VBG,O
24898,a,DT,O
24899,food,NN,O
24900,court,NN,O
24901,and,CC,O
24902,three,CD,O
24903,new,JJ,O
24904,anchors,NNS,O
24905,:,:,O
24906,Thalhimer's,NNP,I-ORG
24907,",",",",O
24908,JC,NNP,I-ORG
24909,Penney,NNP,I-ORG
24910,",",",",O
24911,and,CC,O
24912,Sears,NNP,I-ORG
24913,",",",",O
24914,and,CC,O
24915,was,VBD,O
24916,renamed,VBN,O
24917,Cary,NNP,I-ORG
24918,Towne,NNP,I-ORG
24919,Center,NNP,I-ORG
24920,.,.,O
24921, ,NNP,O
24922,Dillard,NNP,I-ORG
24923,'s,POS,I-ORG
24924,was,VBD,O
24925,added,VBN,O
24926,a,DT,O
24927,year,NN,O
24928,later,RB,O
24929,",",",",O
24930,replacing,VBG,O
24931,the,DT,O
24932,original,JJ,O
24933,Ivey,NNP,I-ORG
24934,'s,POS,I-ORG
24935,store,NN,O
24936,which,WDT,O
24937,had,VBD,O
24938,been,VBN,O
24939,a,DT,O
24940,tenant,NN,O
24941,since,IN,O
24942,1979,CD,O
24943,.,.,O
24944, ,VB,O
24945,Thalhimer,NNP,I-ORG
24946,'s,POS,I-ORG
24947,became,VBD,O
24948,Hecht,NNP,I-ORG
24949,'s,POS,I-ORG
24950,in,IN,O
24951,1992,CD,O
24952,",",",",O
24953,which,WDT,O
24954,became,VBD,O
24955,Macy,NNP,I-ORG
24956,'s,POS,I-ORG
24957,in,IN,O
24958,2006,CD,O
24959,.,.,O
24960, ,VB,O
24961,The,DT,O
24962,official,JJ,O
24963,spelling,NN,O
24964,for,IN,O
24965,the,DT,O
24966,mall,NN,O
24967,is,VBZ,O
24968,"""",JJ,O
24969,Cary,NNP,I-ORG
24970,Towne,NNP,I-ORG
24971,Center,NNP,I-ORG
24972,.,.,O
24973,"""",NN,O
24974, ,NN,O
24975,However,RB,O
24976,",",",",O
24977,it,PRP,O
24978,'s,VBZ,O
24979,not,RB,O
24980,uncommon,JJ,O
24981,to,TO,O
24982,see,VB,O
24983,it,PRP,O
24984,spelled,VBD,O
24985,"""",JJ,O
24986,Cary,NNP,I-ORG
24987,Town,NNP,I-ORG
24988,Center,NNP,I-ORG
24989,"""",NNP,O
24990,or,CC,O
24991,"""",NNP,O
24992,Cary,NNP,I-ORG
24993,Towne,NNP,I-ORG
24994,Centre,NNP,I-ORG
24995,.,.,O
24996,"""",NN,O
24997, ,IN,O
24998,It,PRP,O
24999,is,VBZ,O
25000,also,RB,O
25001,referred,VBN,O
25002,to,TO,O
25003,by,IN,O
25004,its,PRP$,O
25005,former,JJ,O
25006,name,NN,O
25007,",",",",O
25008,Cary,NNP,I-ORG
25009,Village,NNP,I-ORG
25010,Mall,NNP,I-ORG
25011,.,.,O
25012, ,VB,O
25013,-DOCSTART-,JJ,O
25014, ,NNP,O
25015,CBS,NNP,I-ORG
25016,Cable,NNP,I-ORG
25017,was,VBD,O
25018,an,DT,O
25019,early,JJ,O
25020,cable,NN,O
25021,network,NN,O
25022,operated,VBN,O
25023,by,IN,O
25024,CBS,NNP,I-ORG
25025,",",",",I-ORG
25026,Inc.,NNP,I-ORG
25027,",",",",O
25028,dedicated,VBD,O
25029,to,TO,O
25030,the,DT,O
25031,lively,JJ,O
25032,arts,NNS,O
25033,(,(,O
25034,i.e.,JJ,O
25035,symphony,NN,O
25036,",",",",O
25037,dance,NN,O
25038,",",",",O
25039,theatre,NN,O
25040,",",",",O
25041,opera,NN,O
25042,",",",",O
25043,etc,FW,O
25044,.,.,O
25045,),),O
25046,.,.,O
25047, ,VB,O
25048,It,PRP,O
25049,debuted,VBN,O
25050,in,IN,O
25051,October,NNP,O
25052,1981,CD,O
25053,and,CC,O
25054,ceased,VBD,O
25055,operations,NNS,O
25056,on,IN,O
25057,December,NNP,O
25058,17,CD,O
25059,",",",",O
25060,1982,CD,O
25061,.,.,O
25062, ,VB,O
25063,CBS,NNP,I-ORG
25064,Cable,NNP,I-ORG
25065,was,VBD,O
25066,a,DT,O
25067,personal,JJ,O
25068,project,NN,O
25069,of,IN,O
25070,CBS,NNP,I-ORG
25071,founder,NN,O
25072,William,NNP,I-PER
25073,Paley,NNP,I-PER
25074,",",",",O
25075,who,WP,O
25076,hoped,VBD,O
25077,it,PRP,O
25078,would,MD,O
25079,blaze,VB,O
25080,a,DT,O
25081,trail,NN,O
25082,for,IN,O
25083,cultural,JJ,O
25084,programming,NN,O
25085,in,IN,O
25086,the,DT,O
25087,then-emerging,NN,O
25088,cable,NN,O
25089,television,NN,O
25090,medium,NN,O
25091,.,.,O
25092, ,VB,O
25093,Its,PRP$,O
25094,program,NN,O
25095,offerings,NNS,O
25096,were,VBD,O
25097,ambitious,JJ,O
25098,and,CC,O
25099,often,RB,O
25100,critically,RB,O
25101,praised,VBN,O
25102,.,.,O
25103, ,JJ,O
25104,Nevertheless,NNP,O
25105,the,DT,O
25106,network,NN,O
25107,struggled,VBD,O
25108,",",",",O
25109,and,CC,O
25110,ultimately,RB,O
25111,failed,VBD,O
25112,",",",",O
25113,largely,RB,O
25114,because,IN,O
25115,of,IN,O
25116,the,DT,O
25117,reluctance,NN,O
25118,of,IN,O
25119,many,JJ,O
25120,cable,NN,O
25121,systems,NNS,O
25122,across,IN,O
25123,the,DT,O
25124,United,NNP,I-LOC
25125,States,NNPS,I-LOC
25126,to,TO,O
25127,give,VB,O
25128,it,PRP,O
25129,carriage,NN,O
25130,",",",",O
25131,limiting,VBG,O
25132,severely,RB,O
25133,its,PRP$,O
25134,ability,NN,O
25135,to,TO,O
25136,attract,VB,O
25137,both,DT,O
25138,viewers,NNS,O
25139,and,CC,O
25140,advertisers,NNS,O
25141,for,IN,O
25142,its,PRP$,O
25143,costly,JJ,O
25144,lineup,NN,O
25145,of,IN,O
25146,programming,VBG,O
25147,.,.,O
25148, ,CC,O
25149,Cable,JJ,O
25150,systems,NNS,O
25151,in,IN,O
25152,the,DT,O
25153,early,JJ,O
25154,1980s,CD,O
25155,had,VBD,O
25156,far,RB,O
25157,more,RBR,O
25158,limited,JJ,O
25159,channel,NN,O
25160,capacity,NN,O
25161,than,IN,O
25162,they,PRP,O
25163,do,VBP,O
25164,today,NN,O
25165,(,(,O
25166,usually,RB,O
25167,only,RB,O
25168,a,DT,O
25169,few,JJ,O
25170,dozen,NN,O
25171,channels,NNS,O
25172,in,IN,O
25173,most,JJS,O
25174,cities,NNS,O
25175,),),O
25176,.,.,O
25177, ,JJ,O
25178,CBS,NNP,I-ORG
25179,Cable,NNP,I-ORG
25180,was,VBD,O
25181,competing,VBG,O
25182,for,IN,O
25183,channel,NNS,O
25184,space,NN,O
25185,by,IN,O
25186,appealing,VBG,O
25187,to,TO,O
25188,a,DT,O
25189,select,NN,O
25190,and,CC,O
25191,relatively,RB,O
25192,small,JJ,O
25193,upscale,JJ,O
25194,audience,NN,O
25195,",",",",O
25196,while,IN,O
25197,other,JJ,O
25198,networks,NNS,O
25199,coming,VBG,O
25200,on,IN,O
25201,line,NN,O
25202,at,IN,O
25203,the,DT,O
25204,same,JJ,O
25205,time,NN,O
25206,such,JJ,O
25207,as,IN,O
25208,MTV,NNP,I-ORG
25209,and,CC,O
25210,ESPN,NNP,I-ORG
25211,promised,VBD,O
25212,larger,JJR,O
25213,and,CC,O
25214,more,RBR,O
25215,broad-based,JJ,O
25216,viewership,NN,O
25217,and,CC,O
25218,therefore,RB,O
25219,got,VBD,O
25220,cable,NN,O
25221,operators,NNS,O
25222,to,TO,O
25223,carry,VB,O
25224,them,PRP,O
25225,far,RB,O
25226,more,RBR,O
25227,easily,RB,O
25228,.,.,O
25229, ,VB,O
25230,MTV,NNP,I-ORG
25231,and,CC,O
25232,ESPN,NNP,I-ORG
25233,thrived,VBD,O
25234,and,CC,O
25235,gave,VBD,O
25236,rise,NN,O
25237,to,TO,O
25238,additional,JJ,O
25239,companion,NN,O
25240,channels,NNS,O
25241,within,IN,O
25242,a,DT,O
25243,short,JJ,O
25244,time,NN,O
25245,",",",",O
25246,while,IN,O
25247,the,DT,O
25248,CBS,NNP,I-ORG
25249,Cable,NNP,I-ORG
25250,channel,NN,O
25251,folded,VBD,O
25252,after,IN,O
25253,just,RB,O
25254,over,IN,O
25255,14,CD,O
25256,months,NNS,O
25257,in,IN,O
25258,operation,NN,O
25259,.,.,O
25260, ,VBZ,O
25261,Not,RB,O
25262,to,TO,O
25263,be,VB,O
25264,confused,VBN,O
25265,with,IN,O
25266,the,DT,O
25267,CBS-operated,NNP,O
25268,cable,NN,O
25269,network,NN,O
25270,",",",",O
25271,Eye,NNP,I-ORG
25272,On,IN,I-ORG
25273,People,NNP,I-ORG
25274,",",",",O
25275,which,WDT,O
25276,debuted,VBD,O
25277,in,IN,O
25278,1997,CD,O
25279,and,CC,O
25280,soon,RB,O
25281,turned,VBD,O
25282,into,IN,O
25283,Discovery,NNP,I-ORG
25284,People,NNP,I-ORG
25285,",",",",O
25286,ultimately,RB,O
25287,reorganized,VBN,O
25288,into,IN,O
25289,Discovery,NNP,I-ORG
25290,Times,NNP,I-ORG
25291,.,.,O
25292, ,NN,O
25293,-DOCSTART-,NN,O
25294, ,VBD,O
25295,The,DT,O
25296,Centennial,NNP,I-ORG
25297,Convention,NNP,I-ORG
25298,Hall,NNP,I-ORG
25299,is,VBZ,O
25300,located,VBN,O
25301,in,IN,O
25302,Hayward,NNP,I-LOC
25303,",",",",O
25304,California,NNP,I-LOC
25305,and,CC,O
25306,is,VBZ,O
25307,part,NN,O
25308,of,IN,O
25309,the,DT,O
25310,Hayward,NNP,I-LOC
25311,City,NNP,I-LOC
25312,Center,NNP,I-LOC
25313,district,NN,O
25314,of,IN,O
25315,Hayward,NNP,I-LOC
25316,.,.,O
25317, ,VB,O
25318,Centennial,NNP,I-ORG
25319,Tower,NNP,I-ORG
25320,and,CC,O
25321,PlazaCenter,NNP,I-ORG
25322,are,VBP,O
25323,next,JJ,O
25324,door,NN,O
25325,.,.,O
25326, ,VB,O
25327,The,DT,O
25328,City,NNP,I-LOC
25329,Of,IN,I-LOC
25330,Hayward,NNP,I-LOC
25331,opened,VBD,O
25332,Centennial,NNP,I-ORG
25333,Hall,NNP,I-ORG
25334,in,IN,O
25335,honor,NN,O
25336,of,IN,O
25337,its,PRP$,O
25338,100th,JJ,O
25339,Birthday,NNP,O
25340,.,.,O
25341, ,VB,O
25342,It,PRP,O
25343,was,VBD,O
25344,the,DT,O
25345,former,JJ,O
25346,gym,NN,O
25347,of,IN,O
25348,Hayward,NNP,I-ORG
25349,Union,NNP,I-ORG
25350,High,NNP,I-ORG
25351,.,.,O
25352, ,NN,O
25353,Parking,NNP,O
25354,is,VBZ,O
25355,available,JJ,O
25356,in,IN,O
25357,a,DT,O
25358,parking,NN,O
25359,garage,NN,O
25360,(,(,O
25361,via,IN,O
25362,going,VBG,O
25363,through,IN,O
25364,Centennial,NNP,I-ORG
25365,Tower,NNP,I-ORG
25366,),),O
25367,or,CC,O
25368,a,DT,O
25369,parking,NN,O
25370,deck,NN,O
25371,located,VBN,O
25372,above,IN,O
25373,Safeway,NNP,I-ORG
25374,.,.,O
25375, ,NN,O
25376,Today,NN,O
25377,",",",",O
25378,it,PRP,O
25379,is,VBZ,O
25380,a,DT,O
25381,convention,NN,O
25382,center,NN,O
25383,with,IN,O
25384,"14,000",CD,O
25385,square,JJ,O
25386,feet,NNS,O
25387,of,IN,O
25388,exhibit,NN,O
25389,space,NN,O
25390,and,CC,O
25391,a,DT,O
25392,capacity,NN,O
25393,of,IN,O
25394,up,IN,O
25395,to,TO,O
25396,"1,500",CD,O
25397,for,IN,O
25398,events,NNS,O
25399,including,VBG,O
25400,conventions,NNS,O
25401,",",",",O
25402,trade,NN,O
25403,shows,NNS,O
25404,",",",",O
25405,banquets,NNS,O
25406,and,CC,O
25407,other,JJ,O
25408,special,JJ,O
25409,events,NNS,O
25410,.,.,O
25411, ,NN,O
25412,There,EX,O
25413,are,VBP,O
25414,also,RB,O
25415,eight,CD,O
25416,meeting,NN,O
25417,rooms,NNS,O
25418,totaling,VBG,O
25419,"11,448",CD,O
25420,square,JJ,O
25421,feet,NNS,O
25422,and,CC,O
25423,a,DT,O
25424,"1,280-square-foot",JJ,O
25425,patio,NN,O
25426,.,.,O
25427, ,CC,O
25428,-DOCSTART-,JJ,O
25429, ,NNP,O
25430,Cesaroni,NNP,I-ORG
25431,Design,NNP,I-ORG
25432,Associates,NNPS,I-ORG
25433,is,VBZ,O
25434,a,DT,O
25435,design,NN,O
25436,consultancy,NN,O
25437,based,VBN,O
25438,in,IN,O
25439,Chicago,NNP,I-LOC
25440,",",",",O
25441,Illinois,NNP,I-LOC
25442,",",",",O
25443,created,VBD,O
25444,on,IN,O
25445,August,NNP,O
25446,31,CD,O
25447,",",",",O
25448,1979,CD,O
25449,",",",",O
25450,by,IN,O
25451,William,NNP,I-PER
25452,C.,NNP,I-PER
25453,Cesaroni.,NNP,I-PER
25454,Cesaroni,NNP,I-ORG
25455,Design,NNP,I-ORG
25456,became,VBD,O
25457,the,DT,O
25458,first,JJ,O
25459,private,JJ,O
25460,Industrial,NNP,O
25461,Design,NNP,O
25462,office,NN,O
25463,in,IN,O
25464,the,DT,O
25465,Chicago,NNP,I-LOC
25466,area,NN,O
25467,to,TO,O
25468,offer,VB,O
25469,Computer,NNP,O
25470,Aided,NNP,O
25471,Design,NNP,O
25472,(,(,O
25473,CAD,NNP,O
25474,),),O
25475,.,.,O
25476, ,CC,O
25477,Currently,NNP,O
25478,",",",",O
25479,Cesaroni,NNP,I-ORG
25480,Design,NNP,I-ORG
25481,specializes,VBZ,O
25482,in,IN,O
25483,industrial,JJ,O
25484,design,NN,O
25485,and,CC,O
25486,product,NN,O
25487,development,NN,O
25488,with,IN,O
25489,emphasis,NN,O
25490,on,IN,O
25491,human,JJ,O
25492,factors,NNS,O
25493,",",",",O
25494,user,JJ,O
25495,interface,NN,O
25496,and,CC,O
25497,brand,NN,O
25498,sensitivity,NN,O
25499,.,.,O
25500, ,NN,O
25501,In,IN,O
25502,its,PRP$,O
25503,27,CD,O
25504,year,NN,O
25505,existence,NN,O
25506,Cesaroni,NNP,I-ORG
25507,Design,NNP,I-ORG
25508,has,VBZ,O
25509,completed,VBN,O
25510,more,JJR,O
25511,fitness,JJ,O
25512,equipment,NN,O
25513,projects,NNS,O
25514,than,IN,O
25515,any,DT,O
25516,other,JJ,O
25517,design,NN,O
25518,firm,NN,O
25519,in,IN,O
25520,the,DT,O
25521,world,NN,O
25522,.,.,O
25523, ,JJ,O
25524,Cesaroni,NNP,I-ORG
25525,Design,NNP,I-ORG
25526,'s,POS,O
25527,project,NN,O
25528,history,NN,O
25529,ranges,VBZ,O
25530,from,IN,O
25531,medical,JJ,O
25532,to,TO,O
25533,consumer,NN,O
25534,goods,NNS,O
25535,.,.,O
25536, ,NN,O
25537,Major,JJ,O
25538,clients,NNS,O
25539,include,VBP,O
